"id","Cluster"
83969443,1
84166503,1
84081921,1
84234198,1
84118600,1
83965952,1
84124253,1
84118764,1
84180392,1
84250236,1
83973969,1
84016403,1
84273638,1
83740632,1
83970246,1
84088683,1
84143950,1
84139179,1
83951685,1
84154116,1
84209866,1
84187267,1
84157317,1
84177955,1
84259836,1
83906021,1
84146438,1
84234199,1
84065652,1
84064893,1
84192515,1
84039009,1
84190009,1
84175652,1
84114777,1
84170433,1
83728976,1
83898108,1
84135439,1
84177954,1
84158601,1
84055914,1
84259837,1
84266366,1
84243582,1
84247148,1
84118763,1
84005324,1
84220186,1
84124758,1
84154465,1
84137164,1
84178673,1
83984443,1
84226919,1
83988382,1
84203582,1
83941106,1
84225000,1
84262959,1
84121862,1
84206403,1
84259838,1
84097865,1
84174398,1
84192281,1
84116424,1
84236165,1
84274524,1
84163342,1
84197417,1
84182071,1
84198363,1
83732613,1
84117842,1
84035198,1
83847762,1
83813324,1
84105339,1
84245027,1
83971811,1
84222555,1
84097302,1
84192657,1
84236334,1
83975646,1
84014925,1
84136601,1
83950178,1
84208549,1
84246476,1
83924903,1
84121861,1
83749683,1
84017926,1
84252820,1
84269006,1
83758950,1
84238271,1
84227338,1
83731599,1
83741257,1
84042823,1
84005741,1
84185331,1
84178581,1
84146087,1
84221345,1
84230742,1
83775450,1
84175520,1
84124756,1
84068708,1
84026988,1
84051903,1
84053436,1
84191094,1
83808008,1
84217137,1
83906221,1
84238835,1
84224063,1
84169880,1
84191543,1
84106916,1
83873762,1
84170245,1
84160426,1
83979869,1
83751118,1
84023476,1
84106917,1
84010194,1
84212166,1
84034178,1
84103452,1
84088845,1
83848865,1
83948522,1
84205066,1
84189510,1
83944472,1
84046458,1
84247341,1
84236323,1
83953217,1
84080607,1
83747583,1
84154334,1
84108283,1
84099429,1
83766820,1
84304839,1
84118789,1
84001451,1
84230165,1
84157694,1
84150244,1
84117798,1
84238834,1
84118157,1
83796617,1
84143465,1
83842095,1
83757838,1
83757837,1
84213985,1
84163341,1
84080603,1
84178580,1
84150243,1
83938846,1
84097864,1
83750913,1
84094687,1
84208559,1
83759108,1
84088735,1
84099617,1
84071735,1
84198364,1
84217583,1
84252160,1
83750929,1
84104171,1
84064457,1
84244462,1
84185150,1
84207274,1
83813308,1
84194430,1
83872953,1
84156296,1
84266143,1
84055913,1
83919688,1
84134695,1
84266368,1
84208550,1
83831318,1
84262962,1
84191914,1
84177006,1
84262960,1
83973967,1
84170461,1
84019096,1
83757540,1
83832826,1
84287007,1
83953377,1
83848866,1
84192083,1
84103453,1
84154466,1
84252453,1
84121593,1
83967872,1
83847615,1
84073723,1
84080601,1
84146592,1
83745656,1
84199819,1
83954299,1
84233469,1
84216563,1
84137560,1
84068557,1
83985981,1
84094033,1
84139180,1
84212406,1
84192082,1
83890875,1
83767429,1
84069037,1
84057763,1
83979218,1
84287008,1
84192563,1
83834992,1
83991074,1
84131086,1
84182798,1
84190908,1
84246987,1
84266270,1
84135663,1
84231572,1
84141681,1
84043300,1
84207273,1
84094418,1
84128410,1
84034498,1
83770704,1
84266383,1
84243607,1
84204302,1
84191271,1
83999798,1
83770527,1
83871658,1
84048762,1
84065011,1
84299273,1
84213280,1
83750874,1
84093304,1
84199709,1
84152149,1
84153490,1
84219793,1
84149656,1
84306017,1
84267554,1
84194428,1
84127653,1
84250062,1
84011722,1
84222554,1
83953943,1
83962018,1
84154210,1
84323035,1
83985656,1
84136641,1
83767015,1
83767014,1
84109045,1
84279048,1
83998554,1
84217136,1
84218262,1
83923456,1
84216632,1
84155804,1
84244339,1
83831021,1
84273622,1
84225401,1
84206567,1
84062337,1
84197493,1
83774538,1
84257915,1
84190455,1
84298879,1
84040665,1
84079476,1
84143137,1
84221347,1
84068780,1
84246988,1
84236164,1
84162704,1
84082334,1
84292549,1
84132969,1
84259928,1
84110608,1
84078087,1
83802001,1
84138314,1
84260510,1
84192565,1
84213278,1
84001866,1
84193049,1
84091570,1
84143043,1
84189647,1
84239961,1
84149158,1
84259299,1
84300582,1
84303306,1
83871657,1
84208323,1
84212165,1
84189251,1
84289921,1
84276403,1
84057362,1
84220184,1
84178672,1
84083617,1
83892793,1
83775690,1
84194073,1
84247149,1
84198454,1
84228469,1
83886982,1
84263151,1
84149747,1
83777298,1
84323036,1
84191272,1
83772292,1
84131897,1
83962891,1
84320940,1
84304837,1
84288240,1
83902797,1
84097577,1
84205658,1
84227213,1
83991546,1
84235476,1
84170460,1
84134008,1
84071737,1
84194429,1
84168221,1
84013600,1
84193372,1
84070272,1
83772331,1
84217860,1
83793181,1
84231573,1
84191093,1
84257002,1
84289798,1
83892311,1
84330628,1
84124757,1
84071847,1
84212685,1
84185329,1
83774846,1
83968968,1
84352771,1
84331153,1
84007194,1
84147793,1
84050915,1
84299272,1
84171877,1
83780878,1
84205064,1
84192658,1
83913342,1
84244460,1
84260035,1
84227339,1
83825075,1
84184360,1
84323378,1
84201013,1
83795965,1
84299274,1
84141081,1
84085881,1
84176205,1
84189512,1
83779571,1
83775528,1
83798809,1
84217861,1
84099926,1
84249990,1
84164694,1
84143115,1
84298090,1
84086301,1
84199820,1
84248538,1
84102586,1
84309614,1
84339825,1
83855980,1
84164695,1
84153109,1
84042391,1
83790655,1
84279645,1
84249781,1
84240714,1
84151929,1
84052211,1
84224719,1
84127915,1
84144481,1
84090403,1
83881637,1
84123193,1
83875762,1
84309612,1
84214238,1
84147955,1
83970273,1
84200682,1
84102008,1
84063690,1
84146340,1
84320937,1
84285350,1
84277113,1
84262755,1
84075015,1
84343728,1
84251672,1
84306037,1
84277094,1
84279177,1
84250235,1
84318018,1
84249327,1
84239173,1
84214098,1
84352774,1
84021035,1
83846746,1
84183696,1
84178546,1
83808253,1
84192425,1
84363960,1
83900739,1
84137623,1
84326550,1
83801752,1
83985707,1
83899430,1
84152525,1
84285476,1
84265555,1
84088843,1
84370671,1
84339274,1
84246865,1
83870775,1
84059238,1
84302902,1
83928873,1
84151161,1
84202182,1
83794268,1
84326540,1
84066349,1
84228796,1
84099910,1
84185822,1
84146296,1
84154320,1
84149159,1
84071736,1
84080310,1
84195790,1
84068710,1
83907953,1
83813323,1
84280258,1
84166077,1
84359947,1
84191266,1
84274211,1
84242015,1
84285351,1
84001346,1
83799551,1
84222069,1
84206568,1
84083618,1
84112263,1
83910188,1
83808169,1
84099225,1
84282869,1
84129342,1
84215111,1
84240276,1
84273044,1
84096981,1
84218785,1
84257871,1
83998057,1
84273043,1
84282497,1
84236335,1
84183695,1
84284382,1
84054170,1
84259927,1
84262707,1
84221346,1
83821952,1
83821954,1
84150588,1
84129996,1
84249782,1
83811076,1
84127815,1
84262844,1
84272029,1
84239671,1
84246986,1
84135286,1
84323198,1
84266092,1
84343783,1
84363204,1
84218784,1
84225301,1
84233592,1
84013599,1
84132290,1
84325433,1
84151928,1
84217323,1
84121179,1
84239174,1
83902862,1
84266916,1
83837127,1
83818108,1
84282496,1
84308718,1
84171876,1
84137624,1
84262709,1
84216631,1
83804022,1
84017510,1
83980370,1
84114077,1
84292548,1
84275032,1
83810461,1
84117094,1
84408041,1
84205598,1
84298088,1
84164432,1
84175199,1
84213279,1
84052792,1
83861811,1
84205964,1
84288011,1
84209361,1
84251814,1
84130154,1
84370582,1
84143559,1
84369279,1
84313423,1
84278488,1
84237779,1
83800155,1
84153428,1
84106690,1
84038543,1
84262708,1
84275089,1
84305015,1
84205657,1
84214099,1
84035197,1
84320938,1
84326538,1
84121735,1
83926593,1
84146086,1
84321768,1
83829917,1
84150420,1
84097147,1
83815668,1
83839591,1
84348051,1
84328808,1
83964153,1
84249258,1
83912387,1
84230292,1
84102587,1
84132967,1
84296356,1
84178784,1
84242123,1
83832934,1
84154922,1
83910985,1
84341364,1
84092353,1
84141123,1
84288238,1
84323708,1
84103485,1
84024770,1
84301383,1
84266144,1
84141897,1
84346926,1
84168220,1
83832930,1
84241604,1
84280215,1
84146739,1
84304555,1
84318183,1
84176206,1
84258771,1
83813735,1
84059239,1
84279447,1
84099218,1
83919928,1
84303308,1
84284244,1
83892312,1
83810767,1
84317158,1
84225001,1
84206569,1
84194966,1
84414118,1
84259335,1
84341576,1
83829457,1
84309319,1
84414115,1
84150242,1
84124594,1
84334045,1
84306010,1
84102929,1
84233593,1
83817276,1
84268393,1
84187489,1
83821683,1
84251813,1
84208560,1
84279449,1
83958453,1
84383227,1
84342491,1
84288010,1
84146740,1
84309075,1
84192860,1
84356287,1
84284381,1
83808300,1
84185823,1
83979006,1
84223273,1
84126039,1
84186440,1
83904868,1
84342492,1
83816934,1
84334348,1
84216827,1
84331154,1
83818758,1
84357611,1
84247340,1
83835053,1
84185071,1
84094032,1
84280257,1
84346715,1
84257870,1
84288160,1
83926592,1
84246273,1
84208232,1
84201014,1
84261977,1
84228468,1
83965941,1
84004302,1
84094507,1
84075014,1
84266090,1
84358733,1
84219919,1
84330627,1
84228470,1
83998552,1
84047714,1
84129449,1
83845269,1
84185070,1
84102928,1
84069996,1
84214097,1
84293239,1
83845271,1
84363959,1
84383225,1
84316695,1
84140123,1
84249042,1
84208322,1
84160427,1
84068016,1
83897840,1
83836239,1
83970735,1
84189896,1
84276307,1
84367063,1
84330706,1
83944121,1
84298089,1
83944411,1
84243608,1
84205597,1
84300286,1
83843494,1
84097148,1
84251754,1
84255582,1
84311673,1
84200287,1
84202183,1
84304838,1
84320071,1
84288161,1
84272518,1
83967711,1
84341522,1
84355136,1
84366931,1
84090800,1
83830055,1
84347581,1
84234200,1
83841335,1
83830180,1
84084220,1
83833479,1
84216634,1
84239669,1
84190909,1
84104142,1
84300341,1
84153520,1
84308780,1
84252818,1
84372477,1
83829693,1
84339276,1
84053591,1
84414117,1
84340273,1
84371973,1
84262046,1
83848507,1
84236057,1
84238833,1
84369603,1
84178204,1
84374346,1
84135438,1
84213165,1
84393175,1
84174143,1
84106027,1
84293240,1
84287923,1
84195854,1
84141386,1
84327981,1
84118670,1
84102733,1
84105018,1
84330547,1
