"id","Cluster"
91072941,1
90829136,1
91164612,2
91076581,1
91186801,2
91197006,1
91206345,1
90816350,1
91205379,1
91212036,2
91166764,2
91109435,1
91124110,1
91136406,1
91092393,1
90908856,1
91187698,1
91197438,1
91209998,1
91086680,1
91205741,1
91203109,1
91185387,1
91007368,1
91125671,1
91017249,1
91102468,1
91120294,1
91145224,1
90957880,1
90841059,1
91100131,1
91122311,2
91169360,2
91112304,2
91142610,1
91192510,2
91212041,2
91175059,1
91197130,1
91209478,2
91031700,1
91078824,1
91118541,1
91134992,2
91130843,1
91191806,1
91121569,1
91144812,1
91193135,1
91201539,1
91097847,1
91213902,1
91213875,1
91208459,1
91212784,1
91156068,1
91160119,1
91142384,1
91210359,1
91208561,1
91098151,1
91155961,1
91157948,1
91171900,1
91147847,1
91159053,1
90935947,1
91065236,1
91213454,1
90763783,1
91164660,1
91186796,2
91202511,2
91203791,1
91158667,1
91212039,2
91197131,1
91216450,1
91213656,1
91133662,3
91202879,1
91183408,3
91149500,1
91194746,1
91210451,1
91097288,1
91127783,1
91184021,1
91214586,1
91200581,2
91091989,1
91192502,2
91131554,2
91202506,2
91212037,2
91212050,2
91213597,1
91147392,1
91167880,1
91162553,1
90999938,1
91133658,3
91171287,1
91176539,3
91208287,1
91018110,1
91132317,1
91212839,1
91216759,1
91214053,3
91197513,1
91120204,1
91070535,1
91125647,1
91210387,1
91123059,1
90922418,1
91163457,1
90984348,1
91031983,1
91127782,1
91131555,2
91192513,2
91184105,2
91169359,2
91202502,2
91214817,1
90994680,1
91106004,1
91209474,2
91184462,1
91125525,1
91159711,1
91161447,1
91198867,1
91188998,1
91169645,1
91145130,1
91211228,1
91209881,1
91127275,1
91216798,1
91171286,1
90930426,1
91105428,1
91175178,1
90952402,1
91213132,1
91201783,1
91201846,1
91171901,1
91181101,1
91111668,1
91175506,1
91094218,1
91175507,1
90921726,1
91021565,1
90920896,1
91027328,1
91159314,2
91075440,1
91092060,1
91130753,1
91048535,1
91209465,2
91187762,1
91168087,1
91216615,1
91212574,3
91020648,1
91136960,1
91012818,1
91193659,1
91146420,1
91077505,1
91182051,1
91080789,1
91070374,1
91221087,1
91199416,1
90928958,1
91213131,1
91212783,1
91208452,1
91061058,1
91216970,1
91146660,1
91199472,1
91133100,1
90943158,1
91158122,1
91037212,2
91200576,2
91202513,2
91159315,2
91210853,1
91112292,1
91212038,2
90978127,1
91221907,1
91143089,1
91210852,1
91200872,1
91215033,1
91165766,1
91220628,1
91208377,1
91212565,3
91176540,3
91057695,1
91116121,1
91215714,1
91216760,1
91200220,1
91204492,1
91216853,1
91076232,1
91221086,1
91106465,1
91219646,1
91094146,1
90959141,1
91077746,1
90946059,1
90803889,1
91122245,2
91026018,2
91049916,1
91222664,2
91119798,1
91087355,1
90770579,1
91189791,1
91185997,1
91195526,1
91203792,1
91206488,1
91133653,3
91026390,1
91185996,1
91205390,1
91199910,1
91211021,1
91197326,1
90964851,1
91222082,1
91202836,1
91222081,1
91213903,1
91187870,1
91204286,1
91220815,1
91212571,3
91091013,1
91134143,1
91086325,1
90935315,1
91215477,1
91095288,1
91106462,1
91128431,1
91215940,1
91045989,1
91104090,1
91167448,2
91079229,2
91002709,1
91112293,1
91174918,1
91027205,1
91139162,1
91192508,2
91212049,2
91178557,1
90898757,1
90916729,1
91126669,1
91147391,1
91197120,1
90818457,1
91166448,1
91027199,1
91027430,1
91107191,1
90746757,1
91216723,1
90721549,1
91225047,1
91223927,1
91205701,1
91138468,1
91081574,1
91209997,1
91210033,1
91182609,1
91224217,1
91128430,1
90888986,1
90929954,1
91158123,1
91208801,1
91178548,1
91222668,2
91024459,1
91222665,2
91222663,2
91222674,2
91222673,2
91222670,2
91149901,1
91142807,1
91169361,2
91161958,1
91205378,1
91164560,1
91224643,1
91117168,1
91198064,1
91209152,1
91197310,1
91064793,1
91172461,1
91119799,1
91210110,1
91150324,1
91154562,1
91143821,1
91222315,1
91133962,1
91152253,1
91157672,1
91164404,1
91002035,1
91067776,1
91226852,1
91213240,1
91156332,1
91224481,2
91224487,2
91184103,2
91200898,1
91167782,1
91212048,2
91121171,1
91212068,1
91154156,1
91190567,1
90966268,1
91171150,1
91172355,1
91220827,1
91172462,1
91212568,3
91180820,1
91026743,1
91210187,1
91223928,1
91204806,1
91222476,1
91186488,1
91029615,1
91216907,1
91221196,1
91153278,1
91097160,1
91177145,1
91040422,1
91086324,1
91164610,2
91222667,2
91197962,1
91186795,2
91128032,1
91224478,2
91202429,1
91011194,1
91142975,1
91206670,1
91188729,1
91206472,1
91148525,1
91112624,2
91164769,1
91224755,1
91112626,2
91224810,1
91220629,1
91159288,1
91103232,1
90981291,1
91220826,1
90978888,1
91160225,1
91209882,1
91133887,1
91216724,1
91219491,1
91186372,1
91152254,1
91103526,1
91037770,1
91224494,2
91224480,2
91174846,1
91109655,2
91192507,2
91212051,2
91104331,1
91134984,2
91112982,1
91166760,2
91190126,1
91053556,1
91224852,1
91197255,1
91224977,1
90785329,1
91226375,1
91212563,3
91111634,1
91216687,1
90910258,1
91089502,1
91147914,1
91218647,1
91149534,1
91219765,1
91229592,1
91225238,1
91221138,1
91109119,1
91064400,1
91036969,1
91084960,1
91200575,2
91112303,2
91112308,2
91224490,2
91224483,2
91200578,2
91224496,2
91224495,2
91167471,2
91184112,2
91213537,1
91230091,1
91139116,1
91212047,2
91111174,1
91010910,1
91144443,1
91217564,1
91224911,1
91155635,1
91097931,1
91010945,1
91076542,1
91211020,1
91190249,1
91224922,1
91141981,1
91010368,1
91213874,1
91226490,1
91205702,1
91222338,1
91191890,1
91226792,1
91226853,1
91182720,1
91178007,1
91076133,1
91221139,1
91089683,1
91100992,1
91136961,1
91222475,1
91221588,1
91130399,1
91217260,1
91210681,1
91197967,1
91213453,1
91217261,1
91232761,2
91224482,2
91161959,1
91192512,2
91225958,1
91230187,1
90902589,1
91134990,2
91161291,1
91231666,1
91215034,1
91215177,1
91226374,1
91220778,1
91223797,1
91199514,1
91233376,1
91227893,1
91161597,1
90908857,1
91103561,1
91216971,1
91222441,1
91226856,1
91117362,1
91145101,1
90999395,1
