"id","Cluster"
52705781,1
52707465,1
52707582,1
52705492,1
52705527,1
52708489,1
52707389,1
52707390,1
52705782,1
52705790,1
52706138,1
52705189,1
52706540,1
52706976,1
52705618,1
52705789,1
52705969,1
52709731,1
52710023,1
52710109,1
52710108,1
52707197,1
52707918,1
52709752,1
52710022,1
52711419,1
52709297,1
52712077,1
52710989,1
52715583,1
52716198,1
52710007,1
52714108,1
52716947,1
52708288,1
52715637,1
52711308,1
52715706,1
52715705,1
52716946,1
52717253,1
52716364,1
52716460,1
52713755,1
52716531,1
52711142,1
52715262,1
52706977,1
52707196,1
52713981,1
52713980,1
52714072,1
52716808,1
52711339,1
52711338,1
52711429,1
52716532,1
52720670,1
52713868,1
52711143,1
52713821,1
52705528,1
52711256,1
52708013,1
52708125,1
52719324,1
52720866,1
52709858,1
52708321,1
52722310,1
52719984,1
52719178,1
52708287,1
52720671,1
52715263,1
52718209,1
52721059,1
52719592,1
52719646,1
52719686,1
52724690,1
52721993,1
52718034,1
52719325,1
52720867,1
52718229,1
52725025,1
52725090,1
52710338,1
52713203,1
52707962,1
52716258,1
52718924,1
52721873,1
52723156,1
52712076,1
52721060,1
52716770,1
52722336,1
52724118,1
52724181,1
52721704,1
52714739,1
52720604,1
52723361,1
52723561,1
52722063,1
52726425,1
52711378,1
52715584,1
52716836,1
52725089,1
52721253,1
52716835,1
52717050,1
52720605,1
52708320,1
52713824,2
52722064,1
52724983,1
52726426,1
52727866,1
52719687,1
52725129,1
52720159,1
52727270,1
52721949,1
52719179,1
52723560,1
52726373,1
52719591,1
52727763,1
52708490,1
52727920,1
52719672,1
52724200,1
52725495,1
52730063,1
52706539,1
52721950,1
52723609,1
52706753,1
52715274,1
52726315,1
52720969,1
52716668,1
52707036,1
52730437,1
52730436,1
52711190,1
52724117,1
52721307,1
52729500,1
52732333,1
52707919,1
52717386,1
52709296,1
52714536,1
52705262,1
52725952,1
52728525,1
52733030,1
52733164,1
52733240,1
52725024,1
52710132,1
52722608,1
52713450,1
52711047,1
52734456,1
52726374,1
52730299,1
52734599,1
52730399,1
52732000,1
52733163,1
52721254,1
52711828,1
52733599,1
52705222,1
52716453,1
52734441,1
52723362,1
52708384,1
52730370,1
52727671,1
52714107,1
52734965,1
52725019,1
52722311,1
52735459,1
52732783,1
52727269,1
52734177,1
52737072,1
52726098,1
52711046,1
52723610,1
52718228,1
52710984,1
52737652,1
52727830,1
52735050,1
52732217,1
52729454,1
52729968,1
52716199,1
52728769,1
52731403,1
52713771,1
52706911,1
52705539,1
52731910,1
52720972,1
52734788,1
52737653,1
52719529,1
52732274,1
52710046,1
52736113,1
52730594,1
52738860,1
52727926,1
52724448,1
52710767,1
52724611,1
52738673,1
52734455,1
52733289,1
52737469,1
52740345,1
52726316,1
52726501,1
52733263,1
52736058,1
52732337,1
52711494,1
52722223,1
52715779,1
52729602,1
52705980,1
52715638,1
52722456,1
52706591,1
52730064,1
52712084,1
52728741,1
52733029,1
52720699,1
52705619,1
52737392,1
52729182,1
52733189,1
52737530,1
52715558,1
52731909,1
52733264,1
52736119,1
52738835,1
52741631,1
52729501,1
52707752,1
52737779,1
52708727,1
52713573,1
52721874,1
52733010,1
52728817,1
52731586,1
52726273,1
52710949,1
52737368,1
52707490,1
52734689,1
52709730,1
52711309,1
52736118,1
52737736,1
52719671,1
52741622,1
52732494,1
52740669,1
52741662,1
52711659,1
52716449,1
52706754,1
52720736,1
52716404,1
52740191,1
52726222,1
52718033,1
52740192,1
52741558,1
52741578,1
52738896,2
52733323,1
52721350,1
52744473,1
52738917,1
52707581,1
52744075,1
52744076,1
52745463,1
52709753,1
52705774,1
52733360,1
52744318,1
52732334,1
52710539,1
52707751,1
52738042,1
52705267,1
52708014,1
52744820,1
52713451,1
52705188,1
52710677,1
52744040,1
52730358,1
52710988,1
52742648,1
52727692,1
52745583,1
52716549,1
52735959,1
52743048,1
52711247,1
52740480,1
52711255,1
52708566,1
52744480,1
52714073,1
52744472,1
52732493,1
52738043,1
52711827,1
52744871,1
52717264,1
52723590,1
52720757,1
52730506,1
52723626,1
52720756,1
52737468,1
52748549,1
52709653,1
52710133,1
52738887,1
52746267,1
52714180,1
52724188,1
52710676,1
52728117,1
52739578,1
52716259,2
52709431,1
52711019,1
52716655,1
52741557,1
52711094,1
52715809,1
52744388,1
52708515,1
52732218,1
52708613,1
52740503,1
52732273,1
52741647,1
52741807,1
52731402,1
52731160,1
52733844,1
52746629,1
52735667,1
52750631,1
52715109,1
52723040,1
52720737,1
52707244,1
52751585,1
52725496,1
52713483,1
52739238,1
52717281,1
52710654,1
52744775,1
52735547,1
52750607,1
52720145,1
52728301,1
52748202,1
52730343,1
52751544,1
52719528,1
52705857,1
52750234,1
52727195,1
52710825,1
52747682,1
52739287,1
52706383,1
52749527,1
52716461,1
52749575,1
52720924,1
52749819,1
52715965,1
52742962,1
52748656,1
52708567,1
52732338,1
52714537,1
52747615,1
52731159,1
52753147,1
52746494,1
52742263,1
52747806,1
52717503,1
52720387,1
52706484,1
52709816,1
52742957,1
52748773,1
52714181,1
52754326,1
52754417,1
52726811,1
52735975,1
52725130,1
52733873,1
52755887,1
52754820,1
52739288,1
52752117,1
52733874,1
52731232,1
52720156,1
52716458,1
52710934,1
52751080,1
52751081,1
52752526,1
52744264,1
52720968,1
52729337,1
52744376,1
52757107,1
52743574,1
52724447,1
52733598,1
52736505,1
52728118,1
52735460,1
52757568,1
52712073,1
52753367,1
52733776,1
52756105,1
52728814,1
52730304,1
52755178,1
52744190,1
52757998,1
52747058,1
52709817,1
52743034,1
52716807,1
52733366,1
52746163,1
52737817,1
52757312,1
52732582,1
52715846,1
52732682,1
52713574,1
52719983,1
52741806,1
52725669,1
52750615,1
52750616,1
52724612,1
52757708,1
52735534,1
52734178,1
52734442,1
52723401,1
52716546,2
52716595,1
52726274,1
52745696,1
52741579,1
52746138,1
52723996,1
52713204,1
52743902,1
52746455,1
52710839,1
52755888,1
52720160,1
52754791,1
52716656,1
52720698,1
52709652,1
52708516,1
52724875,1
52753826,1
52759763,1
52738859,1
52741675,1
52758134,1
52711420,1
52717009,1
52730760,1
52751668,1
52730799,1
52732678,1
52736659,1
52716457,1
52761414,1
52761415,1
52760370,1
52758999,1
52709396,1
52742418,1
52752293,1
52728770,1
52751252,1
52751003,1
52757999,1
52705621,1
52710006,1
52747072,1
52758133,1
52751586,1
52722335,1
52726971,1
52743375,1
52720925,1
52719519,1
52733322,1
52754763,1
52754762,1
52761451,1
52749293,1
52713648,1
52731256,1
52763154,1
52731233,1
52761882,1
52730213,1
52755077,1
52741359,1
52742649,1
52728922,1
52749687,1
52740052,1
52763503,1
52718719,1
52730722,1
52711660,1
52757449,1
52758384,1
52735486,1
52728635,1
52756106,1
52730357,1
52721994,1
52731614,1
52705491,1
52760731,1
52736000,1
52755324,1
52759441,1
52759686,1
52722272,1
52757065,1
52725207,1
52717136,1
52764018,1
52754819,1
52738358,1
52714698,1
52737025,1
52733103,1
52730545,1
52719522,1
52763703,1
52763702,1
52763642,1
52760015,1
52749096,1
52735466,1
52731078,1
52734307,1
52720386,1
52766059,1
52737262,1
52740132,1
52730298,1
52767670,1
52705622,1
52731933,1
52745964,1
52716782,1
52765097,1
52737531,1
52768110,1
52744319,1
52747054,1
52759977,1
52733427,1
52712854,1
52715964,1
52726972,1
52760243,1
52742069,1
52752116,1
52710840,1
52736658,1
52732924,1
52728923,1
52742777,1
52766058,1
52745464,1
52733005,1
52738486,1
52746769,1
52767629,1
52713756,1
52745475,1
52751498,1
52757064,1
52766315,1
52763593,1
52738886,1
52759675,1
52726810,1
52742264,1
52757567,1
52745328,1
52743989,1
52752292,1
52733239,1
52736057,1
52748759,1
52765476,1
52769155,1
52719632,1
52714368,1
52751945,1
52717135,1
52736366,1
52761361,1
52714449,1
52766908,1
52722793,1
52755965,1
52760402,1
52739577,1
52761450,1
52716548,1
52739536,1
52724796,1
52768771,1
52738487,1
52736850,1
52727492,1
52733009,1
52722099,1
52759365,1
